,car_name,brand,model,vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km_driven
25,22,5,10,5,0,3,1,18.6,1199,88.76,5,465000,15.287459885823449
26,60,15,109,9,1,1,1,15.1,2179,140.0,7,600000,17.4971657451784
27,73,16,85,8,1,1,1,23.4,1248,74.0,5,380000,16.457637380991763
28,38,6,113,3,1,1,1,22.54,1396,88.73,5,850000,13.872674880270605
29,38,6,113,3,1,3,1,18.6,1197,81.83,5,598000,15.287712379549449
30,25,5,25,6,0,3,0,18.0,1497,117.3,5,700000,14.928333307585147
31,73,16,85,7,0,1,1,23.4,1248,74.0,5,410000,15.77313920671969
32,62,16,13,5,0,3,0,21.4,1197,83.1,5,590000,15.678022373258914
33,62,16,13,5,0,3,1,15.4,1590,94.0,5,625000,14.425215903299383
34,73,16,85,5,1,3,1,20.85,1197,83.14,5,600000,15.720671786825555
35,75,16,96,2,1,3,1,20.51,998,67.04,5,445000,13.287712379549449
36,36,6,93,7,1,1,1,22.32,1582,126.3,5,520000,16.747143998186747
37,38,6,113,5,1,1,1,22.54,1396,88.73,5,750000,16.095067301607052
38,73,16,85,4,1,1,1,26.59,1248,74.0,5,560000,16.095067301607052
39,38,6,113,2,0,3,1,18.6,1197,81.83,5,655000,15.251186503524336
40,38,6,113,3,1,3,1,18.6,1197,81.83,5,550000,15.053247125912426
41,57,15,81,4,1,1,1,15.4,1997,120.0,7,1150000,15.609640474436812
42,111,27,91,9,1,1,1,20.54,1598,103.6,5,500000,16.240045945919135
43,36,6,93,8,0,1,1,25.0,1493,113.42,5,551000,15.547015000894591
44,60,15,109,3,1,1,0,15.1,2179,152.87,7,1650000,14.392049039364185
45,32,6,51,6,0,1,1,24.0,1120,70.0,5,350000,16.194602975157967
46,73,16,85,3,1,3,1,21.21,1197,81.8,5,575000,14.872674880270605
47,32,6,51,3,1,1,1,24.0,1186,73.97,5,545000,15.609640474436812
48,22,5,10,7,1,3,1,18.0,1198,86.7,5,400000,15.609640474436812
49,75,16,96,15,0,3,1,14.0,1061,64.0,5,155000,15.175237650291036
50,73,16,85,5,0,1,1,26.59,1248,74.0,5,545000,15.520373136339725
51,25,5,25,8,1,3,1,16.8,1497,116.3,5,545000,16.095067301607052
52,93,23,61,5,1,3,1,25.17,799,53.3,5,240000,14.609640474436812
53,74,16,94,3,0,1,1,24.3,1248,88.5,5,725000,14.66622400280318
54,38,6,113,8,1,3,1,18.5,1197,82.9,5,375000,13.872674880270605
55,72,16,84,10,1,1,1,17.8,1248,75.0,5,225000,17.28771237954945
56,38,6,113,5,0,3,1,18.5,1197,82.9,5,550000,14.425215903299383
57,57,15,81,5,0,1,1,15.4,2179,120.0,7,1050000,15.425215903299383
58,110,27,70,5,0,3,1,18.78,1198,74.0,5,450000,16.251186503524334
59,75,16,96,7,1,3,1,20.51,998,67.04,5,350000,15.175237650291036
60,25,5,25,7,0,1,1,25.1,1498,98.6,5,550000,16.074308741440255
61,62,16,13,5,0,3,1,21.01,1197,81.8,5,575000,15.66622400280318
62,108,26,57,5,1,1,1,12.99,2494,100.6,8,950000,16.872674880270605
63,61,16,7,8,1,3,1,22.74,796,47.3,5,230000,15.747143998186747
64,38,6,113,10,1,1,1,21.9,1396,90.0,5,270000,17.28771237954945
65,20,4,43,10,1,3,1,15.6,1196,70.0,5,130000,15.287712379549449
66,73,16,85,9,0,3,1,19.1,1197,85.8,5,370000,15.4893462407191
67,62,16,13,4,0,3,1,21.4,1197,83.1,5,570000,14.609640474436812
68,110,27,70,8,0,1,1,22.07,1199,73.9,5,365000,16.457637380991763
69,38,6,113,9,0,3,1,18.5,1197,82.85,5,280000,15.597063216872725
70,36,6,93,3,0,1,0,22.0,1582,126.2,5,1250000,13.77313920671969
71,38,6,113,5,0,3,1,18.6,1197,81.83,5,590000,13.425215903299383
72,63,16,23,3,1,3,0,23.1,998,67.04,5,475000,12.287712379549449
73,18,4,37,4,0,1,1,23.0,1498,98.96,5,685000,15.747143998186747
74,36,6,93,9,0,1,0,19.08,1582,126.32,5,380000,15.988152097690541
75,93,23,61,3,1,3,1,23.01,999,67.0,5,330000,14.425215903299383
76,75,16,96,5,1,3,1,20.51,998,67.04,5,325000,16.01017840402054
77,73,16,85,3,0,3,0,21.21,1197,81.8,5,640000,15.462630074789038
78,36,6,93,6,1,1,1,23.9,1582,126.2,5,660000,16.872674880270605
79,72,16,84,7,0,3,1,16.1,1197,85.0,5,435000,14.77313920671969
80,38,6,113,8,0,1,1,21.9,1396,88.76,5,385000,15.747143998186747
81,36,6,93,2,0,1,0,22.0,1582,126.2,5,1250000,13.77313920671969
82,75,16,96,12,0,3,1,18.9,998,67.1,5,155000,16.591931348265806
83,72,16,84,6,0,1,1,25.2,1248,74.0,5,415000,15.82376527978966
84,61,16,7,10,1,3,1,20.92,998,67.1,5,251000,14.872674880270605
85,57,15,81,5,0,1,1,15.4,2179,120.0,7,1150000,15.501837184902296
86,57,15,81,4,0,1,1,15.4,1997,120.0,7,1125000,14.872674880270605
87,73,16,85,4,1,1,0,28.4,1248,74.02,5,850000,14.609640474436812
88,30,6,29,4,0,1,0,17.01,1582,126.2,5,1100000,16.638209626633582
89,72,16,84,3,0,3,1,22.0,1197,81.8,5,575000,15.095067301607054
90,73,16,85,9,0,3,1,17.5,1298,85.8,5,340000,15.608139290843441
91,18,4,37,3,1,1,1,23.0,1498,98.96,5,925000,15.747143998186747
92,32,6,51,6,0,3,1,18.9,1197,82.0,5,400000,15.1357092861044
93,25,5,25,5,0,3,1,17.8,1497,117.3,5,725000,15.598779481805044
94,73,16,85,7,1,1,1,23.4,1248,74.0,5,600000,15.095067301607054
95,57,15,81,8,1,1,1,12.05,2179,120.0,8,550000,16.535639892993036
96,75,16,96,2,1,3,1,21.79,998,67.05,5,411000,15.609640474436812
97,73,16,85,6,1,3,1,20.85,1197,83.14,5,450000,14.693704739225286
98,110,27,70,6,0,3,1,16.47,1198,74.0,5,455000,15.4893462407191
99,32,6,51,2,1,3,1,20.7,1197,81.86,5,710000,13.1357092861044
100,25,5,25,5,0,3,1,16.8,1497,116.3,5,770000,15.693704739225286
101,22,5,10,3,1,1,1,25.8,1498,98.6,5,720000,15.609640474436812
102,38,6,113,6,1,3,1,18.6,1197,81.83,5,500000,14.872674880270605
103,36,6,93,6,0,1,1,23.9,1582,126.2,5,650000,15.747143998186747
104,72,16,84,3,1,3,0,21.21,1197,81.8,5,660000,13.287712379549449
105,72,16,84,6,0,1,1,28.4,1248,74.0,5,495000,15.988152097690541
106,32,6,51,5,1,3,1,18.9,1197,82.0,5,475000,14.609640474436812
107,64,16,24,6,1,3,1,20.73,1373,91.1,5,530000,16.095067301607052
108,36,6,93,6,1,3,1,17.01,1591,121.3,5,650000,13.151650829973422
109,25,5,25,11,0,3,1,17.0,1497,118.0,5,335000,16.392049039364185
110,20,4,43,10,1,1,1,20.0,1399,68.0,5,300000,15.872674880270605
111,57,15,81,9,1,1,1,12.05,2179,120.0,8,550000,17.37517522079979
112,73,16,85,3,1,3,1,22.0,1197,81.8,5,650000,13.872674880270605
113,72,16,84,5,0,1,1,28.4,1248,74.0,5,375000,16.120501148404426
114,61,16,7,3,1,3,1,23.95,998,67.05,5,360000,14.287712379549449
115,63,16,23,1,1,3,1,21.63,998,67.04,5,505000,13.086799685623452
116,61,16,7,2,1,3,1,24.7,796,47.3,5,310000,14.609640474436812
117,38,6,113,6,0,3,1,18.6,1197,81.86,5,545000,15.358101707440847
118,62,16,13,3,1,3,1,21.4,1197,83.1,5,580000,15.609640474436812
119,75,16,96,10,1,3,1,18.9,998,67.1,5,250000,15.82376527978966
120,36,6,93,4,1,3,1,17.43,1396,105.5,5,650000,15.1357092861044
121,69,16,41,3,1,1,1,25.47,1248,88.5,7,410000,14.872674880270605
122,18,4,37,6,0,1,1,22.77,1498,98.59,5,531000,17.312989282073723
123,18,4,37,3,1,1,1,23.0,1498,98.96,5,890000,12.872674880270605
124,20,4,43,9,0,1,1,20.0,1399,68.05,5,185000,16.175237650291038
125,38,6,113,6,1,3,1,18.6,1197,81.83,5,450000,15.609640474436812
126,62,16,13,4,1,3,1,21.4,1197,83.1,5,600000,16.609640474436812
127,63,16,23,7,1,3,1,23.1,998,67.04,5,320000,15.095067301607054
128,38,6,113,5,1,1,1,21.19,1396,88.73,5,700000,15.609640474436812
129,61,16,7,5,1,3,1,22.74,796,47.3,5,320000,13.340128273700588
130,25,5,25,8,0,3,1,16.8,1497,116.3,5,465000,15.919980595048962
131,38,6,113,5,1,3,1,18.6,1197,81.83,5,550000,15.287712379549449
132,72,16,84,4,1,3,1,22.0,1197,81.8,5,445000,15.872674880270605
133,25,5,25,7,0,1,1,26.0,1498,98.6,5,475000,15.943064208162003
134,25,5,25,10,0,3,1,16.9,1497,100.0,5,350000,15.747143998186747
135,38,6,113,5,0,3,1,18.6,1197,81.83,5,575000,13.425215903299383
136,93,23,61,4,1,3,1,23.01,999,67.0,5,360000,14.053247125912426
137,61,16,7,4,1,3,1,24.7,796,47.3,5,275000,14.609640474436812
138,32,6,51,6,0,3,1,18.9,1197,82.0,5,370000,15.919980595048962
139,73,16,85,12,1,3,1,17.5,1298,85.8,5,275000,15.848427334023928
140,25,5,25,7,0,3,1,17.4,1497,117.3,5,550000,16.393943429248093
141,73,16,85,3,1,1,1,28.4,1248,74.02,5,750000,13.287712379549449
142,75,16,96,6,1,3,1,20.51,998,67.04,5,272000,16.49774270780992
143,64,16,24,2,0,1,1,28.09,1248,88.5,5,951000,14.754730951239232
144,61,16,7,8,1,3,1,20.92,998,67.1,5,280000,15.49691617634313
145,93,23,61,1,1,3,1,22.3,799,53.26,5,450000,12.550746785383243
146,38,6,113,4,0,3,1,18.6,1197,81.83,5,480000,15.965784284662087
147,57,15,81,4,0,1,1,15.4,1997,120.0,7,1060000,16.50494309577012
148,61,16,7,8,0,3,1,22.74,796,47.3,5,235000,14.677279191312175
149,62,16,13,4,1,3,1,21.4,1197,83.1,5,590000,14.609640474436812
150,57,15,81,14,1,1,1,13.5,2179,115.0,5,280000,16.747143998186747
151,25,5,25,3,1,3,1,17.4,1497,117.3,5,750000,14.609640474436812
152,32,6,51,6,0,3,1,18.9,1197,81.86,5,400000,15.1357092861044
153,73,16,85,6,1,1,1,26.59,1248,74.0,5,530000,15.287712379549449
154,93,23,61,3,0,3,1,25.17,799,53.3,5,295000,14.874501137603444
155,72,16,84,3,1,3,1,21.21,1197,81.8,5,530000,12.287712379549449
156,93,23,61,4,1,3,0,24.04,999,67.0,5,350000,15.095067301607054
157,18,4,37,8,0,1,1,22.7,1498,89.84,5,470000,15.919980595048962
158,57,15,81,6,1,1,1,15.4,2179,120.0,7,920000,16.28771237954945
159,60,15,109,8,1,1,1,15.1,2179,140.0,7,550000,15.872674880270605
160,36,6,93,7,1,1,1,22.32,1582,126.32,5,635000,15.45763738099176
161,60,15,109,4,0,1,0,16.0,2179,140.0,7,1250000,15.609640474436812
162,61,16,7,3,1,3,1,24.7,796,47.3,5,300000,13.550746785383243
163,25,5,25,3,1,3,0,18.0,1497,117.6,5,960000,13.550746785383243
164,74,16,94,3,1,1,1,24.3,1248,88.5,5,750000,13.872674880270605
165,110,27,70,10,0,3,1,16.47,1198,73.9,5,249000,15.943064208162003
166,20,4,43,10,1,1,1,20.0,1399,68.0,5,250000,17.29490788095365
167,36,6,93,7,1,1,1,22.32,1582,126.32,5,610000,16.872674880270605
168,18,4,37,5,0,1,1,21.7,1498,98.96,5,545000,16.25574781954242
169,36,6,93,8,1,1,1,22.32,1582,126.3,5,480000,16.785963247077273
170,38,6,113,7,0,3,1,18.6,1197,81.83,5,395000,15.66622400280318
171,108,26,57,9,0,1,1,12.99,2494,100.6,7,495000,16.733968609439014
172,32,6,51,4,1,3,1,18.9,1197,82.0,5,470000,16.457637380991763
173,110,27,70,10,0,1,1,22.07,1199,73.9,5,200000,16.580494128777296
174,38,6,113,5,1,1,1,21.19,1396,88.73,5,699000,14.287712379549449
175,75,16,96,7,1,3,1,20.51,998,67.04,5,340000,14.406537201658063
176,25,5,25,4,1,3,1,17.14,1497,117.6,5,1050000,15.609640474436812
177,72,16,84,4,0,3,1,20.4,1197,81.8,5,491000,14.766735939529964
178,37,6,112,13,1,3,1,20.36,1197,78.9,5,160000,15.804105806074809
179,73,16,85,7,1,1,1,23.4,1248,74.0,5,500000,15.872674880270605
180,61,16,7,16,1,3,1,19.7,796,46.3,5,85000,16.095067301607052
181,72,16,84,8,0,3,1,22.0,1197,81.8,5,375000,15.076523354916334
182,74,16,94,3,1,1,1,24.3,1248,88.5,5,810000,15.287712379549449
183,110,27,70,11,1,3,1,16.47,1198,73.9,5,173000,18.416995396494414
184,74,16,94,4,1,1,1,24.3,1248,88.5,5,700000,15.609640474436812
185,57,15,81,4,1,1,1,15.4,1997,120.0,7,850000,16.872674880270605
186,38,6,113,8,1,1,1,22.54,1396,88.76,5,285000,16.457637380991763
187,73,16,85,7,1,1,1,23.4,1248,74.0,5,450000,16.872674880270605
188,30,6,29,4,1,1,1,19.67,1582,126.2,5,1100000,16.28771237954945
189,57,15,81,4,1,1,1,15.4,1997,120.0,7,1080000,14.872674880270605
190,25,5,25,7,0,1,1,26.0,1498,98.6,5,530000,16.012362651282416
191,73,16,85,4,1,1,1,28.4,1248,74.02,5,680000,15.609640474436812
192,57,15,81,4,0,1,1,15.4,1997,120.0,7,1025000,15.358101707440847
193,38,6,113,4,1,3,1,18.6,1197,81.83,5,650000,15.747143998186747
194,37,6,112,9,0,3,1,20.36,1197,78.9,5,194000,16.756282664021885
195,62,16,13,2,1,3,0,21.4,1197,83.1,5,686000,12.287712379549449
196,61,16,7,5,1,3,1,22.74,796,47.3,5,200000,15.609640474436812
197,73,16,85,11,0,3,1,19.1,1197,85.8,5,250000,15.425215903299383
198,74,16,94,3,1,1,1,24.3,1248,88.5,5,730000,16.457637380991763
199,36,6,93,5,0,3,1,17.01,1591,121.3,5,650000,15.747143998186747
200,74,16,94,4,0,1,1,24.3,1248,88.5,5,790000,15.45763738099176
201,62,16,13,4,1,3,1,21.4,1197,83.1,5,620000,14.872674880270605
202,36,6,93,8,1,3,1,17.01,1591,121.3,5,510000,15.609640474436812
203,108,26,57,4,0,1,1,13.68,2393,147.51,7,1450000,15.674523326021665
204,25,5,25,5,1,3,0,18.0,1497,117.3,5,845000,15.287712379549449
205,73,16,85,7,0,1,1,23.4,1248,74.0,5,390000,15.908298790001327
206,22,5,10,6,0,3,1,18.0,1198,86.7,5,395000,15.848427334023928
207,32,6,51,3,1,3,1,18.9,1197,81.86,5,450000,15.287712379549449
208,32,6,51,8,0,3,1,18.9,1197,82.0,5,325000,15.896521622224974
209,60,15,109,8,0,1,1,15.1,2179,140.0,7,650000,15.943064208162003
210,73,16,85,4,1,1,1,28.4,1248,74.02,5,750000,14.425215903299383
211,25,5,25,11,0,3,1,17.0,1497,118.0,5,299000,15.823193063119536
212,69,16,41,7,0,1,1,20.77,1248,88.76,7,524000,15.558002098774807
213,20,4,43,9,0,1,1,20.0,1399,68.05,5,169000,16.053247125912428
214,69,16,41,7,1,1,1,20.77,1248,88.8,7,500000,15.287712379549449
215,73,16,85,8,1,1,1,23.4,1248,74.0,5,380000,16.791697083447062
216,75,16,96,3,1,3,0,20.51,998,67.0,5,400000,16.28771237954945
217,75,16,96,6,0,3,1,20.51,998,67.04,5,335000,14.30862344513114
218,57,15,81,11,0,1,1,12.05,2179,120.0,7,300000,16.051123954019456
219,57,15,81,6,0,1,1,15.4,1997,120.0,7,1051000,15.287712379549449
220,32,6,51,4,1,1,1,24.0,1186,73.97,5,510000,15.872674880270605
221,93,23,61,3,1,3,0,24.04,999,67.0,5,370000,14.609640474436812
222,75,16,96,15,1,3,1,18.9,998,67.1,5,200000,16.095067301607052
223,62,16,13,3,1,1,1,27.39,1248,74.0,5,625000,14.358101707440847
224,57,15,81,3,0,1,1,16.36,2179,140.0,7,1290000,15.251186503524336
225,30,6,29,4,0,3,1,15.8,1591,121.3,5,890000,14.872674880270605
226,36,6,93,9,0,1,1,22.32,1582,126.3,5,420000,15.896521622224974
227,32,6,51,3,1,3,1,18.9,1197,81.86,5,600000,14.56271942704932
228,62,16,13,4,1,1,1,27.39,1248,74.0,5,590000,15.798674298826828
229,37,6,112,10,0,3,1,20.36,1197,78.9,5,190000,15.82376527978966
230,63,16,23,4,1,3,1,23.1,998,67.04,5,450000,13.287712379549449
231,60,15,109,6,1,1,1,15.1,2179,140.0,7,650000,16.609640474436812
232,75,16,96,1,1,3,1,20.52,1197,81.8,5,500000,13.287712379549449
233,61,16,7,12,1,3,1,19.7,796,46.3,5,140000,15.392049039364185
234,75,16,96,7,1,3,1,20.51,998,67.06,5,325000,14.872674880270605
235,25,5,25,7,0,3,1,17.8,1497,117.3,5,435000,15.943064208162003
236,25,5,25,4,0,3,1,17.8,1497,117.3,5,755000,14.97593750687669
237,61,16,7,7,1,3,1,23.95,998,67.05,5,245000,15.988152097690541
238,93,23,61,3,1,3,0,24.04,999,67.0,5,310000,13.872674880270605
239,73,16,85,3,0,1,1,19.3,1248,73.9,5,675000,14.965784284662087
240,75,16,96,2,1,3,1,20.52,1197,81.8,5,500000,14.872674880270605
241,37,6,112,11,1,3,1,20.36,1197,78.9,5,300000,14.609640474436812
242,57,15,81,5,1,1,0,15.4,2179,120.0,7,1450000,15.095067301607054
243,57,15,81,8,1,1,1,12.05,2179,120.0,8,530000,17.095067301607052
244,38,6,113,4,1,3,1,18.6,1197,81.83,5,550000,15.095067301607054
245,64,16,24,7,1,1,1,26.21,1248,88.5,5,500000,17.28771237954945
246,62,16,13,1,1,3,1,21.01,1197,81.8,5,643000,12.798471801101618
247,18,4,37,2,1,3,1,18.1,999,123.24,5,1000000,13.872674880270605
248,32,6,51,5,1,3,1,18.9,1197,82.0,5,550000,15.053247125912426
249,111,27,91,10,1,1,1,20.54,1598,103.6,5,300000,18.095067301607052
250,25,5,25,7,0,1,1,26.0,1498,98.6,5,525000,16.232570825356987
251,61,16,7,9,1,3,1,20.92,998,67.1,5,210000,15.872674880270605
252,61,16,7,8,1,3,1,22.74,796,47.3,5,200000,16.872674880270605
253,93,23,61,2,1,3,1,23.01,999,67.0,5,400000,11.287712379549449
254,63,16,23,5,1,3,1,23.1,998,67.04,5,340000,15.504943095770118
255,61,16,7,16,1,3,1,19.7,796,46.3,5,95000,12.287712379549449
256,72,16,84,9,1,1,1,22.9,1248,74.0,5,381000,16.053247125912428
257,73,16,85,4,1,1,1,28.4,1248,74.02,5,700000,14.287712379549449
258,64,16,24,4,0,1,1,28.09,1248,88.5,5,675000,16.693704739225286
259,25,5,25,6,0,3,0,18.0,1497,117.3,5,670000,14.77313920671969
260,60,15,109,3,1,1,1,16.0,2179,140.0,7,1050000,15.609640474436812
261,25,5,25,10,0,3,1,17.0,1497,118.0,5,360000,15.747143998186747
262,20,4,43,4,1,1,1,25.83,1498,99.0,5,400000,15.693704739225286
263,36,6,93,7,0,1,1,22.32,1582,126.32,5,470000,16.441517715628486
264,61,16,7,3,1,3,1,24.7,796,47.3,5,304000,14.425215903299383
265,25,5,25,7,0,1,1,26.0,1498,98.6,5,490000,16.074308741440255
266,57,15,81,5,1,1,1,15.4,1997,120.0,7,864000,17.241908689936324
267,60,15,109,8,0,1,1,16.0,2179,140.0,7,480000,16.37517522079979
268,75,16,96,2,0,3,0,20.52,1197,81.8,5,575000,11.813781191217037
269,108,26,57,6,0,1,1,12.99,2494,100.0,7,780000,17.125655621440476
270,72,16,84,2,1,1,1,28.4,1248,74.0,5,800000,15.425215903299383
271,62,16,13,3,1,3,0,21.4,1197,83.1,5,680000,13.287712379549449
272,108,26,57,9,0,1,1,12.99,2494,100.0,8,525000,17.51291788807724
273,18,4,37,2,0,3,1,17.0,1497,121.36,5,955000,14.447728987395354
274,38,6,113,9,1,1,1,21.9,1396,90.0,5,350000,16.872674880270605
275,74,16,94,1,0,3,1,17.03,1462,103.26,5,800000,9.965784284662087
276,61,16,7,16,1,3,1,19.7,796,46.3,5,75000,15.791061114716953
277,60,15,109,6,1,1,1,16.0,2179,140.0,7,825000,17.37517522079979
278,61,16,7,9,0,3,1,19.7,796,46.3,5,180000,14.77313920671969
279,32,6,51,4,1,3,1,18.9,1197,81.86,5,490000,15.095067301607054
280,62,16,13,4,1,3,1,21.4,1197,83.1,5,550000,14.287712379549449
281,37,6,112,7,1,3,1,20.36,1197,78.9,5,350000,15.287712379549449
282,108,26,57,2,1,1,1,13.68,2393,147.8,8,1500000,15.095067301607054
283,20,4,43,9,0,1,1,20.0,1399,68.05,5,190000,16.175237650291038
284,72,16,84,2,0,3,0,21.21,1197,81.8,5,650000,12.965784284662087
285,64,16,24,5,1,1,1,28.09,1248,88.5,5,700000,16.872674880270605
286,72,16,84,4,1,3,1,20.4,1197,81.8,5,455000,15.053247125912426
287,72,16,84,7,0,3,1,22.0,1197,81.8,5,365000,15.720671786825555
288,73,16,85,7,0,3,1,19.1,1197,85.8,5,470000,13.460839813030105
289,72,16,84,9,1,1,1,22.9,1248,74.0,5,400000,15.550746785383243
290,73,16,85,3,1,1,0,28.4,1248,74.02,5,740000,14.943064208162003
291,22,5,10,8,0,1,1,25.8,1498,98.6,5,325000,16.155608843542105
292,32,6,51,1,1,3,0,20.7,1197,81.86,5,600000,13.287712379549449
293,22,5,10,8,1,1,1,25.8,1498,98.6,5,300000,17.66622400280318
294,37,6,112,11,1,3,1,20.36,1197,78.9,5,300000,14.872674880270605
295,57,15,81,3,1,1,1,15.4,2523,75.0,7,900000,15.872674880270605
296,60,15,109,5,0,1,1,16.0,1997,140.0,7,1025000,16.340823716009012
297,72,16,84,6,1,3,1,20.4,1197,81.8,5,400000,15.053247125912426
298,22,5,10,7,0,1,1,25.8,1498,98.6,5,367000,15.461479447286155
299,32,6,51,2,1,3,0,18.9,1197,81.86,5,535000,13.872674880270605
300,69,16,41,2,1,3,1,19.34,1462,103.0,7,805000,13.872674880270605
301,37,6,112,9,1,3,1,20.36,1197,78.9,5,250000,15.965784284662087
302,74,16,94,5,0,1,1,24.3,1248,88.5,5,675000,15.988152097690541
303,72,16,84,6,0,1,1,28.4,1248,74.0,5,425000,16.35810170744085
304,61,16,7,6,1,3,1,22.74,796,47.3,5,260000,15.010178404020541
305,25,5,25,5,0,3,1,17.8,1497,117.3,5,700000,15.764612462753195
306,62,16,13,4,1,1,1,27.39,1248,74.0,5,560000,15.609640474436812
307,36,6,93,15,1,1,1,16.8,1493,110.0,5,155000,17.175237650291038
308,69,16,41,2,0,3,1,19.01,1462,103.26,7,800000,14.1357092861044
309,32,6,51,6,1,3,1,18.9,1197,82.0,5,350000,13.287712379549449
310,108,26,57,5,1,1,1,13.68,2393,147.8,8,1380000,15.287712379549449
311,57,15,81,6,1,1,1,15.4,2179,120.0,7,1000000,15.609640474436812
312,69,16,41,3,1,3,1,17.5,1373,91.1,7,700000,15.609640474436812
313,73,16,85,12,1,3,1,17.5,1298,85.8,5,230000,16.231877415673615
314,62,16,13,3,1,1,1,27.39,1248,74.0,5,825000,14.609640474436812
315,93,23,61,3,0,3,1,25.17,799,53.3,5,325000,13.30249613217652
316,60,15,109,7,0,1,1,15.1,2179,140.0,7,800000,15.527721344284519
317,63,16,23,2,1,3,1,23.1,998,67.04,5,400000,14.872674880270605
318,108,26,57,3,0,1,1,13.68,2393,147.51,7,1750000,15.82376527978966
319,38,6,113,6,0,1,1,22.54,1396,88.73,5,535000,15.1038205235568
320,32,6,51,6,1,3,1,18.9,1197,82.0,5,356000,15.095067301607054
321,60,15,109,9,0,1,1,16.0,2179,140.0,7,550000,16.4893462407191
322,69,16,41,4,1,1,1,24.52,1248,88.5,7,700000,15.609640474436812
323,32,6,51,5,1,3,1,18.9,1197,82.0,5,390000,14.872674880270605
324,60,15,109,4,1,1,0,16.0,2179,140.0,7,1150000,15.872674880270605
325,75,16,96,10,0,3,1,18.9,998,67.1,5,180000,16.340823716009012
326,72,16,84,9,1,1,1,22.9,1248,74.0,5,400000,15.872674880270605
327,25,5,25,12,0,3,1,17.0,1497,118.0,5,275000,15.638209626633582
328,61,16,7,10,1,3,1,19.7,796,46.3,5,170000,15.287712379549449
329,61,16,7,7,1,3,1,23.95,998,67.05,5,250000,16.095067301607052
330,72,16,84,8,1,3,1,18.6,1197,85.8,5,350000,16.095067301607052
331,38,6,113,5,1,3,1,18.6,1197,81.83,5,480000,15.609640474436812
332,73,16,85,4,0,3,0,21.21,1197,81.8,5,690000,14.872674880270605
333,64,16,24,6,1,1,1,26.21,1248,88.5,5,670000,15.872674880270605
334,61,16,7,10,1,3,1,20.92,998,67.1,5,250000,15.609640474436812
335,57,15,81,4,0,1,1,15.4,2523,75.0,7,935000,15.358101707440847
336,36,6,93,2,1,3,1,17.0,1591,121.3,5,1030000,13.872674880270605
337,75,16,96,16,1,3,1,18.9,998,67.1,5,110000,15.038318884385042
338,38,6,113,6,1,3,1,18.6,1197,81.83,5,470000,15.095067301607054
339,72,16,84,6,1,3,1,20.4,1197,81.8,5,370000,14.872674880270605
340,63,16,23,3,1,3,0,23.1,998,67.04,5,450000,16.609640474436812
341,73,16,85,2,1,3,0,21.21,1197,81.8,5,731000,11.965784284662087
342,75,16,96,5,1,3,1,20.51,998,67.04,5,380000,15.872674880270605
343,22,5,10,5,0,3,1,18.0,1198,86.7,5,500000,15.053247125912426
344,36,6,93,8,1,1,1,22.32,1582,126.3,5,540000,16.28771237954945
345,18,4,37,5,0,3,0,14.7,1496,120.69,5,725000,15.103287808412022
346,75,16,96,5,1,3,1,20.51,998,67.04,5,380000,14.609640474436812
